gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,Contract_Month-to-month,Contract_One year,Contract_Two year,InternetService_DSL,InternetService_Fiber optic,InternetService_No,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group,avg_monthly_spend_ratio,support_score,streaming_count,is_high_value,engagement_score,charge_per_tenure,high_risk_combo,contract_stability,has_any_protection,fiber_monthly_combo,payment_risk,total_services,loyalty_index
1,0,0,0,54,1,1,0,1,0,0,1,1,1,97.2,5129.45,0,0,0,1,0,1,0,1,0,0,0,3,0.0189457065169721,1,2,1,5,1.7672727272727273,0,2,1,0,0,5,0.5498981670061099
1,0,1,0,56,1,1,0,1,0,0,1,1,1,98.25,5508.35,1,0,1,0,0,1,0,0,0,1,0,3,0.0178333197201121,1,2,1,5,1.7236842105263157,0,1,1,0,1,5,0.5642317380352645
1,0,1,0,9,1,0,0,0,1,0,0,0,1,75.75,655.9,1,1,0,0,0,1,0,1,0,0,0,0,0.1153143553052215,1,0,0,2,7.575,1,0,1,1,0,2,0.11726384364820847
0,0,0,0,20,1,1,1,0,0,1,0,0,0,59.2,1191.2,0,1,0,0,1,0,0,1,0,0,0,1,0.0496560979701392,2,0,0,4,2.8190476190476192,0,0,1,0,0,4,0.33222591362126247
0,0,0,0,11,1,0,0,1,0,0,0,0,1,75.9,866.4,0,1,0,0,0,1,0,0,0,0,1,0,0.0875028821766197,1,0,0,2,6.325,1,0,1,1,0,2,0.14304291287386214
1,1,1,0,30,1,1,0,1,0,0,1,0,1,90.05,2627.2,0,1,0,0,0,1,0,0,0,1,0,2,0.0342629936838901,1,1,1,4,2.9048387096774193,0,0,1,1,1,4,0.3294892915980231
0,0,1,0,68,1,0,1,1,1,0,0,1,0,70.95,4741.45,0,0,0,1,1,0,0,1,0,0,0,3,0.0149606216196269,3,1,0,5,1.0282608695652173,0,2,1,0,0,5,0.9451007644197359
0,1,1,0,38,1,1,0,1,1,0,1,1,1,102.6,4009.2,0,1,0,0,0,1,0,0,0,1,0,2,0.0255847588648945,2,2,1,6,2.6307692307692307,0,0,1,1,1,6,0.36679536679536684
1,1,1,0,17,1,1,1,0,1,0,0,0,1,85.35,1463.45,1,1,0,0,0,1,0,1,0,0,0,1,0.0582812660043019,2,0,0,4,4.741666666666666,0,0,1,1,0,4,0.19687319050376376
0,0,0,0,48,1,1,0,1,1,0,1,1,1,106.1,5082.8,1,0,1,0,0,1,0,0,1,0,0,2,0.0208702151933592,2,2,1,6,2.1653061224489796,0,1,1,0,0,6,0.4481792717086835
1,0,0,0,1,1,0,0,0,0,0,0,0,0,43.8,43.8,0,1,0,0,1,0,0,0,0,1,0,0,0.9776785714285714,0,0,0,1,21.9,0,0,0,0,1,1,0.022321428571428572
0,0,1,1,63,0,0,1,1,1,0,1,1,0,59.0,3707.6,0,0,0,1,1,0,0,0,0,1,0,3,0.0159089683438494,3,2,0,5,0.921875,0,2,1,0,0,5,1.05
1,0,0,0,3,1,0,0,0,1,0,1,1,1,69.95,220.45,0,0,1,0,1,0,0,0,0,1,0,0,0.3158726574847595,1,2,0,4,17.4875,0,1,1,0,1,4,0.042283298097251586
1,0,0,0,48,1,1,0,0,0,0,0,0,0,24.35,1133.7,0,0,1,0,0,0,1,1,0,0,0,2,0.0214594165858817,0,0,0,2,0.4969387755102041,0,1,0,0,0,2,1.893491124260355
0,0,0,0,66,0,0,0,0,0,1,0,0,0,29.45,1983.15,0,0,1,0,1,0,0,0,1,0,0,3,0.0148426278255172,1,0,0,1,0.43955223880597016,0,1,1,0,0,1,2.167487684729064
1,0,1,1,68,1,1,0,1,1,0,0,0,1,84.4,5746.75,0,0,0,1,0,1,0,0,1,0,0,3,0.0146840067852638,2,0,0,4,1.2231884057971016,0,2,1,0,0,4,0.7962529274004684
0,1,0,0,17,1,0,0,0,0,0,0,0,1,45.05,770.6,1,1,0,0,1,0,0,0,0,1,0,1,0.0583851736651114,0,0,0,1,2.5027777777777778,0,0,0,0,1,1,0.3691639522258415
1,0,1,1,7,1,0,0,0,0,0,0,0,0,20.65,134.05,0,0,1,0,0,0,1,0,0,0,1,0,0.1529063309885227,0,0,0,1,2.58125,0,1,0,0,0,1,0.32332563510392615
0,0,1,0,72,1,1,1,1,1,1,1,1,1,87.1,6230.1,0,0,0,1,1,0,0,1,0,0,0,3,0.013978270289355,4,2,0,8,1.1931506849315068,0,2,1,0,0,8,0.8172531214528945
1,0,1,0,29,1,0,0,0,0,0,0,0,0,19.85,573.05,0,1,0,0,0,0,1,0,0,0,1,2,0.0345788694364602,0,0,0,1,0.6616666666666667,0,0,0,0,0,1,1.3908872901678657
0,0,1,0,37,1,0,0,0,1,1,0,1,1,90.35,3419.3,0,1,0,0,0,1,0,0,0,1,0,2,0.0264158114785252,2,1,1,4,2.3776315789473683,0,0,1,1,1,4,0.4050355774493706
1,0,0,0,34,1,1,1,1,1,0,1,1,1,109.8,3587.25,1,1,0,0,0,1,0,0,0,0,1,2,0.0305998745906779,3,2,1,7,3.137142857142857,0,0,1,1,0,7,0.3068592057761733
1,1,0,0,42,1,1,0,0,0,0,1,0,1,84.65,3541.35,1,1,0,0,0,1,0,0,0,1,0,2,0.0238965658390616,0,1,0,3,1.9686046511627908,0,0,0,1,1,3,0.49036777583187385
1,0,1,1,59,1,1,1,1,0,1,0,0,0,65.5,3801.3,0,0,1,0,1,0,0,0,0,0,1,3,0.0172264155905636,3,0,0,5,1.0916666666666666,0,1,1,0,0,5,0.8872180451127819
0,0,1,1,11,1,0,0,0,0,0,1,0,1,79.5,868.5,1,1,0,0,0,1,0,1,0,0,0,0,0.0914318573893041,0,1,0,2,6.625,1,0,0,1,0,2,0.13664596273291926
0,1,1,1,60,1,1,1,0,0,0,0,0,1,80.95,4859.1,0,1,0,0,0,1,0,0,0,1,0,3,0.0166560358840353,1,0,0,3,1.327049180327869,0,0,1,1,0,3,0.7321537522879804
1,0,0,0,27,1,0,0,1,0,1,0,0,1,56.15,1439.35,0,1,0,0,1,0,0,0,0,0,1,2,0.0389835803797688,2,0,0,3,2.0053571428571426,0,0,1,0,0,3,0.47244094488188976
1,0,0,0,1,1,1,0,0,0,0,0,1,0,85.8,85.8,1,1,0,0,0,1,0,0,0,0,1,0,0.988479262672811,0,1,0,3,42.9,1,0,0,1,0,3,0.01152073732718894
0,1,0,0,1,1,0,0,0,0,0,1,0,1,79.1,79.1,1,1,0,0,0,1,0,0,0,1,0,0,0.9875156054931336,0,1,0,2,39.55,1,0,0,1,1,2,0.012484394506866418
0,0,1,0,17,0,0,1,0,1,0,0,0,0,34.4,592.75,0,1,0,0,1,0,0,0,0,0,1,1,0.0579368421052631,2,0,0,2,1.911111111111111,0,0,1,0,0,2,0.480225988700565
0,0,1,0,58,1,0,0,0,0,0,0,0,0,20.75,1185.95,0,0,0,1,0,0,1,0,0,0,1,3,0.0174817810354269,0,0,0,1,0.3516949152542373,0,2,0,0,0,1,2.6666666666666665
0,0,1,1,1,1,0,0,0,0,0,0,0,0,18.8,18.8,0,0,1,0,0,0,1,0,0,0,1,0,0.9494949494949496,0,0,0,1,9.4,0,1,0,0,0,1,0.050505050505050504
1,0,1,1,3,1,0,0,0,0,0,0,0,0,44.3,134.5,1,1,0,0,1,0,0,0,0,0,1,0,0.3269372693726937,0,0,0,1,11.075,0,0,0,0,0,1,0.06622516556291391
1,0,0,0,53,1,1,1,1,1,0,0,0,0,90.8,4921.2,0,1,0,0,0,1,0,0,0,1,0,3,0.0184470358782658,3,0,1,5,1.6814814814814814,0,0,1,1,0,5,0.5773420479302832
0,0,0,0,35,1,1,0,0,0,0,0,0,1,25.6,901.25,0,1,0,0,0,0,1,0,0,1,0,2,0.028373510667775,0,0,0,2,0.7111111111111111,0,0,0,0,1,2,1.3157894736842104
0,0,1,1,50,1,1,1,0,1,0,1,1,0,105.95,5341.8,1,1,0,0,0,1,0,0,1,0,0,3,0.0198304259938608,2,2,1,6,2.077450980392157,0,0,1,1,0,6,0.46750818139317435
0,0,1,1,68,1,1,0,1,0,1,0,1,0,70.8,4859.95,0,0,0,1,1,0,0,0,1,0,0,3,0.0145650541560806,2,1,0,5,1.026086956521739,0,2,1,0,0,5,0.947075208913649
0,0,1,0,47,1,1,0,0,0,0,0,0,0,25.4,1139.2,0,1,0,0,0,0,1,0,0,1,0,2,0.0222767935449921,0,0,0,2,0.5291666666666667,0,0,0,0,1,2,1.7803030303030305
1,1,1,0,65,1,1,0,1,1,0,1,1,1,108.8,7082.45,0,1,0,0,0,1,0,1,0,0,0,3,0.0153597470159315,2,2,1,6,1.6484848484848484,0,0,1,1,0,6,0.5919854280510018
0,0,0,0,5,1,0,0,0,0,0,0,0,1,69.75,324.6,1,1,0,0,0,1,0,0,0,1,0,0,0.2142199017199017,0,0,0,1,11.625,0,0,0,1,1,1,0.0706713780918728
0,0,1,0,51,1,1,0,0,0,0,1,1,1,94.65,4812.75,1,1,0,0,0,1,0,0,0,1,0,3,0.0196624253440664,0,2,1,4,1.8201923076923079,0,0,0,1,1,4,0.5331939362258232
1,0,0,0,46,1,1,0,0,0,0,1,1,0,96.05,4399.5,1,1,0,0,0,1,0,1,0,0,0,2,0.0218270651062379,0,2,1,4,2.043617021276596,0,0,0,1,0,4,0.4739824832560536
1,0,0,0,9,1,1,0,0,0,0,0,0,1,76.85,663.55,0,1,0,0,0,1,0,0,0,1,0,0,0.1156421638702881,0,0,0,2,7.685,1,0,0,1,1,2,0.11560693641618498
1,0,0,0,8,1,0,0,0,0,0,0,0,0,20.25,174.65,0,0,0,1,0,0,1,0,0,0,1,0,0.1152860802732707,0,0,0,1,2.25,0,2,0,0,0,1,0.3764705882352941
0,0,0,0,14,1,1,0,0,0,0,0,0,1,24.8,321.7,0,0,1,0,0,0,1,0,1,0,0,1,0.0768515649209792,0,0,0,2,1.6533333333333333,0,1,0,0,0,2,0.5426356589147286
1,0,0,0,45,1,1,1,1,1,1,1,1,1,115.65,5125.5,0,1,0,0,0,1,0,0,0,1,0,2,0.0225592509509411,4,2,1,8,2.514130434782609,0,0,1,1,0,8,0.3857693956279468
1,0,0,0,8,1,1,0,0,0,0,0,0,1,74.6,548.9,0,1,0,0,0,1,0,0,1,0,0,0,0.1356610292780505,0,0,0,2,8.288888888888888,1,0,0,1,0,2,0.10582010582010583
0,1,0,1,1,1,0,0,0,1,0,0,0,1,50.15,50.15,1,1,0,0,1,0,0,0,0,0,1,0,0.9804496578690128,1,0,0,2,25.075,0,0,1,0,0,2,0.019550342130987292
0,0,1,1,66,1,0,1,1,1,0,1,1,1,103.15,7031.3,0,0,1,0,0,1,0,1,0,0,0,3,0.0146680317961406,3,2,1,6,1.5395522388059701,0,1,1,0,0,6,0.6337013922227556
0,0,1,1,72,1,1,1,1,1,1,0,0,0,72.1,5016.65,0,0,0,1,1,0,0,0,1,0,0,3,0.0143692764541169,4,0,0,6,0.9876712328767122,0,2,1,0,0,6,0.984952120383037
1,0,1,0,41,1,1,1,1,1,1,1,1,1,113.6,4594.95,1,1,0,0,0,1,0,1,0,0,0,2,0.0247174142451506,4,2,1,8,2.7047619047619045,0,0,1,1,0,8,0.35776614310645727
1,0,1,1,23,1,1,0,0,0,0,0,0,0,25.1,611.45,0,0,0,1,0,0,1,0,0,0,1,1,0.0409829373826434,0,0,0,2,1.0458333333333334,0,2,0,0,0,2,0.8812260536398467
1,0,0,0,29,1,0,0,0,0,0,1,0,1,78.9,2384.15,1,1,0,0,0,1,0,0,0,1,0,2,0.0330796805232375,0,1,0,2,2.6300000000000003,0,0,0,1,1,2,0.3629536921151439
1,0,0,0,4,1,1,1,0,0,0,0,0,1,80.15,319.85,0,1,0,0,0,1,0,0,0,1,0,0,0.2498052049244195,1,0,0,3,16.03,1,0,1,1,0,3,0.04929143561306223
0,0,1,1,6,1,1,0,0,0,0,0,0,0,25.4,153.3,0,0,0,1,0,0,1,0,0,0,1,0,0.1646143875567076,0,0,0,2,3.6285714285714286,0,2,0,0,0,2,0.2272727272727273
1,1,1,0,67,1,1,1,1,1,1,0,1,1,105.4,7035.6,0,0,1,0,0,1,0,0,1,0,0,3,0.0149788250007105,4,1,1,7,1.55,0,1,1,0,0,7,0.6296992481203008
0,1,0,1,7,1,0,0,0,0,0,0,0,1,45.75,344.2,0,1,0,0,1,0,0,0,0,0,1,0,0.132531865585168,0,0,0,1,5.71875,0,0,0,0,0,1,0.1497326203208556
0,0,1,1,56,1,1,0,0,0,0,0,0,1,24.45,1431.65,0,0,1,0,0,0,1,0,0,0,1,3,0.0170662757826405,0,0,0,2,0.42894736842105263,0,1,0,0,0,2,2.200392927308448
1,0,1,0,72,1,1,0,0,0,0,0,0,0,25.0,1849.2,0,0,0,1,0,0,1,0,1,0,0,3,0.0135120527510539,0,0,0,2,0.3424657534246575,0,2,0,0,0,2,2.769230769230769
0,0,1,0,72,1,1,1,1,1,0,1,1,1,85.25,6083.1,0,0,0,1,1,0,0,0,0,1,0,3,0.0140119327427228,3,2,0,7,1.167808219178082,0,2,1,0,0,7,0.8347826086956521
0,0,1,1,23,1,0,0,0,0,0,0,0,0,19.6,426.65,0,0,0,1,0,0,1,0,1,0,0,1,0.0458318718578276,0,0,0,1,0.8166666666666668,0,2,0,0,0,1,1.116504854368932
1,0,0,1,35,1,1,0,0,0,0,0,0,0,50.15,1655.35,0,1,0,0,1,0,0,0,0,0,1,2,0.0302774172125456,0,0,0,2,1.3930555555555555,0,0,0,0,0,2,0.6842619745845553
0,1,1,0,27,1,0,0,0,0,0,0,0,1,70.55,1943.9,0,1,0,0,0,1,0,0,0,1,0,2,0.0362743585788472,0,0,0,1,2.519642857142857,0,0,0,1,1,1,0.37735849056603776
1,0,1,1,26,1,1,0,1,0,1,0,0,1,60.05,1616.15,1,1,0,0,1,0,0,0,0,1,0,2,0.0371332282101227,2,0,0,4,2.224074074074074,0,0,1,0,1,4,0.4258804258804259
0,0,1,1,12,1,1,0,0,0,0,0,0,0,26.4,314.95,0,0,1,0,0,0,1,0,0,0,1,0,0.0835575249248298,0,0,0,2,2.0307692307692307,0,1,0,0,0,2,0.43795620437956206
1,0,0,0,40,1,0,0,0,0,0,0,0,0,20.15,804.85,0,0,0,1,0,0,1,0,0,0,1,2,0.0250046534714897,0,0,0,1,0.49146341463414633,0,2,0,0,0,1,1.8912529550827424
0,0,1,1,7,0,0,1,1,1,0,1,1,0,58.85,465.7,0,1,0,0,1,0,0,0,0,0,1,0,0.1260981358474394,3,2,0,5,7.35625,0,0,1,0,0,5,0.11695906432748537
0,0,1,1,70,1,1,1,1,0,0,1,0,1,97.55,6669.05,0,1,0,0,0,1,0,0,1,0,0,3,0.0146250777730301,2,1,1,5,1.373943661971831,0,0,1,1,0,5,0.7102993404363268
0,0,1,1,60,1,0,0,0,0,0,0,0,0,19.65,1161.75,0,0,0,1,0,0,1,0,1,0,0,3,0.0168995914857019,0,0,0,1,0.3221311475409836,0,2,0,0,0,1,2.9055690072639226
0,0,1,1,39,0,0,0,0,0,0,0,0,1,25.25,947.75,0,0,1,0,1,0,0,0,1,0,0,2,0.0266139657444005,0,0,0,0,0.63125,0,1,0,0,0,0,1.4857142857142858
0,0,1,0,72,1,1,1,1,1,1,1,1,0,114.45,8375.05,0,0,0,1,0,1,0,0,1,0,0,3,0.0136639585484804,4,2,1,8,1.5678082191780822,0,2,1,0,0,8,0.6236466002598527
1,0,0,0,1,0,0,0,0,0,0,1,0,1,34.7,34.7,1,1,0,0,1,0,0,0,0,1,0,0,0.9719887955182072,0,1,0,1,17.35,0,0,0,0,1,1,0.028011204481792715
0,0,1,1,54,1,1,0,1,0,1,1,0,1,70.7,3770.0,0,0,1,0,1,0,0,0,0,1,0,3,0.018748342614691,2,1,0,5,1.2854545454545454,0,1,1,0,1,5,0.7531380753138075
0,0,0,0,3,1,1,0,0,0,0,0,1,1,85.3,264.8,1,1,0,0,0,1,0,0,0,1,0,0,0.3209179834462001,0,1,0,3,21.325,1,0,0,1,1,3,0.03476245654692932
1,0,1,1,63,1,0,1,1,1,1,1,0,0,75.55,4707.85,0,0,0,1,1,0,0,0,1,0,0,3,0.0160442570903723,4,1,0,6,1.18046875,0,2,1,0,0,6,0.8229915088177662
0,0,1,1,71,1,1,0,1,0,1,0,0,1,84.8,6152.4,0,0,0,1,0,1,0,0,0,1,0,3,0.0137809991224363,2,0,0,4,1.1777777777777778,0,2,1,0,1,4,0.8275058275058276
1,0,0,0,42,1,0,0,0,0,0,0,0,1,20.65,958.1,0,0,1,0,0,0,1,0,0,0,1,2,0.0215306016056719,0,0,0,1,0.48023255813953486,0,1,0,0,0,1,1.9399538106235568
0,0,0,0,47,1,0,0,0,0,0,0,0,0,20.45,943.0,0,0,0,1,0,0,1,1,0,0,0,2,0.0216631355932203,0,0,0,1,0.42604166666666665,0,2,0,0,0,1,2.191142191142191
1,0,1,1,66,1,1,0,1,1,0,1,1,1,102.45,6615.15,1,0,1,0,0,1,0,0,1,0,0,3,0.0154848363474225,2,2,1,6,1.5291044776119402,0,1,1,0,0,6,0.637989366843886
1,0,1,0,21,1,1,1,0,1,0,1,1,1,104.4,2200.25,1,1,0,0,0,1,0,1,0,0,0,1,0.0474275979557069,2,2,1,6,4.745454545454546,0,0,1,1,0,6,0.19924098671726753
0,0,0,0,11,0,0,0,1,0,1,0,0,1,35.65,425.1,0,1,0,0,1,0,0,0,0,1,0,0,0.0836658061487913,2,0,0,2,2.970833333333333,0,0,1,0,1,2,0.30013642564802184
0,0,0,1,1,1,1,0,0,1,0,1,1,1,99.75,99.75,1,1,0,0,0,1,0,0,0,1,0,0,0.9900744416873448,1,2,1,5,49.875,1,0,1,1,1,5,0.009925558312655087
1,1,1,0,55,1,1,0,1,1,1,0,0,0,90.45,5044.8,0,1,0,0,0,1,0,0,0,1,0,3,0.0179257996749772,3,0,1,5,1.6151785714285716,0,0,1,1,1,5,0.6014215418261345
0,0,0,0,69,1,1,0,1,1,1,1,0,1,97.65,6743.55,0,0,0,1,0,1,0,0,1,0,0,3,0.0144783565990318,3,1,1,6,1.395,0,2,1,0,0,6,0.6994424733907755
1,1,0,0,3,1,0,0,0,1,0,0,0,0,73.85,196.4,0,1,0,0,0,1,0,0,0,1,0,0,0.3741134751773049,1,0,0,2,18.4625,1,0,1,1,1,2,0.04008016032064129
0,0,0,0,4,1,0,0,0,1,1,1,1,1,74.4,299.7,1,1,0,0,1,0,0,0,0,1,0,0,0.2474226804123711,2,2,0,5,14.88,1,0,1,0,1,5,0.05305039787798408
0,1,0,0,30,1,1,0,0,1,1,1,0,1,69.1,2093.9,0,0,0,1,1,0,0,0,1,0,0,2,0.0329848680127929,2,1,0,5,2.229032258064516,0,2,1,0,0,5,0.427960057061341
1,0,0,0,5,1,1,0,0,1,1,0,0,1,82.75,417.75,0,1,0,0,0,1,0,0,0,1,0,0,0.1976119402985074,2,0,0,4,13.791666666666666,1,0,1,1,1,4,0.05970149253731343
1,0,1,0,71,1,1,0,0,0,0,0,0,1,24.4,1725.4,0,0,0,1,0,0,1,0,1,0,0,3,0.0141334569045412,0,0,0,2,0.33888888888888885,0,2,0,0,0,2,2.7952755905511815
1,0,0,0,29,1,1,0,1,0,0,0,0,1,55.25,1620.2,0,0,1,0,1,0,0,0,0,1,0,2,0.0340796940537873,1,0,0,3,1.8416666666666666,0,1,1,0,1,3,0.5155555555555555
0,0,1,0,52,1,1,0,1,0,1,0,0,0,61.35,3169.55,0,1,0,0,1,0,0,1,0,0,0,3,0.0193499550551166,2,0,0,4,1.1575471698113209,0,0,1,0,0,4,0.8340016038492382
0,0,0,0,68,1,1,1,1,1,0,0,1,0,76.75,5233.25,0,0,1,0,1,0,0,0,1,0,0,3,0.0146630367292353,3,1,0,6,1.1123188405797102,0,1,1,0,0,6,0.8745980707395499
1,0,1,1,46,1,0,0,0,0,0,0,0,0,19.4,967.85,0,0,0,1,0,0,1,0,0,0,1,2,0.0200237394849563,0,0,0,1,0.4127659574468085,0,2,0,0,0,1,2.2549019607843137
0,0,0,0,8,1,0,0,0,0,0,0,1,1,54.75,438.05,0,1,0,0,1,0,0,0,1,0,0,0,0.1247010591048855,0,1,0,2,6.083333333333333,0,0,0,0,0,2,0.14349775784753363
0,0,1,0,72,1,0,0,0,0,0,0,0,0,19.7,1421.9,0,0,0,1,0,0,1,0,1,0,0,3,0.0138449645091011,0,0,0,1,0.26986301369863014,0,2,0,0,0,1,3.4782608695652173
1,0,0,0,17,1,0,0,0,0,0,0,0,0,19.9,323.15,0,0,1,0,0,0,1,1,0,0,0,1,0.0613913311738392,0,0,0,1,1.1055555555555554,0,1,0,0,0,1,0.8133971291866029
0,0,0,0,3,1,0,0,1,1,1,1,1,1,107.95,318.6,0,1,0,0,0,1,0,0,0,1,0,0,0.3377659574468085,3,2,1,6,26.9875,1,0,1,1,1,6,0.027535566773749427
1,1,0,0,2,1,0,0,1,0,0,1,0,1,83.8,163.7,0,1,0,0,0,1,0,1,0,0,0,0,0.5088038858530662,1,1,0,3,27.933333333333334,1,0,1,1,0,3,0.02358490566037736
1,0,0,0,9,1,0,1,0,0,0,0,0,1,74.25,639.65,1,1,0,0,0,1,0,0,1,0,0,0,0.1158979161788808,1,0,0,2,7.425,1,0,1,1,0,2,0.11960132890365449
1,0,0,0,51,0,0,0,1,1,0,1,1,1,56.4,2928.5,0,0,1,0,1,0,0,0,1,0,0,3,0.0192524321556579,2,2,0,4,1.0846153846153845,0,1,1,0,0,4,0.8885017421602788
1,0,1,1,6,1,0,0,0,0,0,0,0,0,20.1,100.35,0,0,0,1,0,0,1,0,0,0,1,0,0.198322644301924,0,0,0,1,2.8714285714285714,0,2,0,0,0,1,0.2843601895734597
1,0,1,0,3,1,1,0,0,0,0,1,1,0,94.9,273.2,0,1,0,0,0,1,0,0,0,1,0,0,0.3460977388767323,0,2,1,4,23.725,1,0,0,1,1,4,0.03128258602711157
1,1,0,0,17,1,1,0,0,0,0,1,1,1,94.2,1608.15,0,1,0,0,0,1,0,0,0,1,0,1,0.0585402230991517,0,2,1,4,5.233333333333333,0,0,0,1,1,4,0.17857142857142858
0,0,1,0,30,1,1,0,0,0,0,0,0,0,49.9,1441.95,0,1,0,0,1,0,0,0,0,1,0,2,0.0345819328459059,0,0,0,2,1.6096774193548387,0,0,0,0,1,2,0.5893909626719057
0,0,0,0,31,1,1,0,1,0,1,1,0,1,71.05,2168.15,0,1,0,0,1,0,0,0,0,1,0,2,0.0327547656916303,2,1,0,5,2.2203125,0,0,1,0,1,5,0.43025676613462877
1,0,0,0,45,1,0,1,0,1,1,1,1,0,81.65,3618.7,0,0,0,1,1,0,0,1,0,0,0,2,0.0225571179932038,3,2,0,6,1.7750000000000001,0,2,1,0,0,6,0.5444646098003629
0,0,1,0,64,1,1,1,1,1,0,0,0,0,89.45,5692.65,0,0,1,0,0,1,0,1,0,0,0,3,0.015710484487104,3,0,0,5,1.3761538461538463,0,1,1,0,0,5,0.7075732448866777
0,0,0,0,1,1,1,0,0,0,0,1,0,1,59.85,59.85,1,1,0,0,1,0,0,0,0,1,0,0,0.9835661462612982,0,1,0,3,29.925,0,0,0,0,1,3,0.016433853738701727
1,1,0,0,1,1,0,0,0,0,0,0,0,1,69.6,69.6,1,1,0,0,0,1,0,0,0,1,0,0,0.9858356940509916,0,0,0,1,34.8,0,0,0,1,1,1,0.0141643059490085
0,1,1,1,61,1,1,0,1,0,0,1,1,0,99.0,5969.3,0,0,1,0,0,1,0,0,0,1,0,3,0.0165820813024471,1,2,1,5,1.596774193548387,0,1,1,0,1,5,0.61
0,0,0,0,1,1,0,0,0,0,0,0,0,0,19.05,19.05,0,1,0,0,0,0,1,0,0,0,1,0,0.9501246882793016,0,0,0,1,9.525,0,0,0,0,0,1,0.04987531172069825
0,0,0,0,9,0,0,0,0,0,0,1,1,1,45.4,418.8,1,1,0,0,1,0,0,0,0,1,0,0,0.1081467365412101,0,2,0,2,4.54,0,0,0,0,1,2,0.1939655172413793
0,0,1,1,72,1,1,1,1,1,1,1,1,0,114.45,8100.55,0,0,0,1,0,1,0,1,0,0,0,3,0.0141269263289123,4,2,1,8,1.5678082191780822,0,2,1,0,0,8,0.6236466002598527
1,0,0,0,1,1,0,0,0,0,0,0,0,0,19.5,19.5,1,1,0,0,0,0,1,0,0,0,1,0,0.951219512195122,0,0,0,1,9.75,0,0,0,0,0,1,0.04878048780487805
1,0,1,0,7,1,0,0,0,0,0,0,0,1,44.25,313.45,0,1,0,0,1,0,0,0,0,0,1,0,0.1407218953728732,0,0,0,1,5.53125,0,0,0,0,0,1,0.15469613259668508
1,0,1,0,66,1,1,0,1,1,1,0,0,1,90.55,6130.95,0,0,1,0,0,1,0,1,0,0,0,3,0.0147669175384665,3,0,1,5,1.3514925373134328,0,1,1,0,0,5,0.7209175314036046
0,0,0,0,1,1,0,0,0,0,0,0,0,1,69.9,69.9,1,1,0,0,0,1,0,0,0,1,0,0,0.9858956276445698,0,0,0,1,34.95,0,0,0,1,1,1,0.014104372355430182
0,0,1,1,40,1,0,0,0,0,0,0,0,1,20.4,745.3,0,1,0,0,0,0,1,1,0,0,0,2,0.0273348519362186,0,0,0,1,0.49756097560975604,0,0,0,0,0,1,1.869158878504673
0,0,0,0,16,1,1,0,1,1,0,0,1,1,71.4,1212.1,0,1,0,0,1,0,0,1,0,0,0,1,0.0588574725908828,2,1,0,5,4.2,0,0,1,0,0,5,0.22099447513812154
1,0,0,0,2,1,0,0,1,0,0,1,0,1,87.15,183.75,1,1,0,0,0,1,0,1,0,0,0,0,0.4717185385656293,1,1,0,3,29.05,1,0,1,1,0,3,0.022688598979013045
0,0,1,0,67,1,1,0,0,0,0,0,0,0,24.85,1583.5,0,0,0,1,0,0,1,0,1,0,0,3,0.0156831808141369,0,0,0,2,0.36544117647058827,0,2,0,0,0,2,2.591876208897485
1,0,1,0,41,1,0,1,1,1,0,1,1,1,104.45,4162.05,0,0,1,0,0,1,0,1,0,0,0,2,0.0250897779272408,3,2,1,6,2.486904761904762,0,1,1,0,0,6,0.388809862494073
1,0,1,1,56,1,0,0,0,0,0,0,0,1,19.8,1119.9,0,0,0,1,0,0,1,0,1,0,0,3,0.0176643768400392,0,0,0,1,0.3473684210526316,0,2,0,0,0,1,2.692307692307692
1,0,0,0,72,1,1,1,1,1,1,1,1,1,116.45,8013.55,0,0,0,1,0,1,0,1,0,0,0,3,0.0145298238828131,4,2,1,8,1.595205479452055,0,2,1,0,0,8,0.6130268199233716
1,0,1,1,3,1,1,0,0,0,0,0,1,1,84.75,264.85,1,1,0,0,0,1,0,1,0,0,0,0,0.3187887906714312,0,1,0,3,21.1875,1,0,0,1,0,3,0.03498542274052478
1,0,1,0,54,1,0,0,0,0,0,0,0,0,20.05,1102.4,0,0,0,1,0,0,1,0,1,0,0,3,0.0181711074859525,0,0,0,1,0.36454545454545456,0,2,0,0,0,1,2.5653206650831355
0,1,0,0,52,1,1,0,1,1,1,1,1,1,110.75,5832.0,0,1,0,0,0,1,0,0,0,1,0,3,0.0189867992456711,3,2,1,7,2.089622641509434,0,0,1,1,1,7,0.465324384787472
1,0,0,0,50,1,0,0,0,1,1,0,1,1,89.7,4304.5,0,0,0,1,0,1,0,1,0,0,0,3,0.0208338172105446,2,1,0,4,1.7588235294117647,0,2,1,0,0,4,0.5512679162072767
0,0,0,0,14,1,1,0,0,0,1,1,0,1,89.95,1178.4,1,1,0,0,0,1,0,0,0,1,0,1,0.0762675936917076,1,1,1,4,5.996666666666667,0,0,1,1,1,4,0.15393073117097306
